Artist,Name,Age ,Death,Date,Position,Track Name,Streams,ID
Tom Petty,Tom Petty,66,10/2/2017,10/3/2017,145,It\'s Good To Be King,232905,1c0flvMImhKMuiZIc0VzEb
Tom Petty,Tom Petty,66,10/2/2017,10/3/2017,154,You Got Lucky,226008,5eMZ3EPIMGoWlrrVhxatdv
Tom Petty,Tom Petty,66,10/2/2017,10/2/2017,92,Free Fallin\',274788,5tVA6TkbaAH9QMITTQRrNv
Tom Petty,Tom Petty,66,10/2/2017,10/2/2017,110,American Girl,243520,7MRyJPksH3G2cXHN8UKYzP
Tom Petty,Tom Petty,66,10/2/2017,10/2/2017,129,Runnin\' Down A Dream,225071,6rdEEYHsLavlklAypD5cre
Tom Petty,Tom Petty,66,10/2/2017,10/2/2017,163,Mary Jane\'s Last Dance,198384,5xS9hkTGfxqXyxX6wWWTt4
Tom Petty,Tom Petty,66,10/2/2017,10/2/2017,168,I Won\'t Back Down,192562,7gSQv1OHpkIoAdUiRLdmI6
Tom Petty,Tom Petty,66,10/2/2017,10/2/2017,194,Breakdown,178317,5x53pbGk6sbl1BGom19QQ5
Lil Peep,Lil Peep,21,11/17/2017,12/21/2017,164,Save That Shit,232566,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/20/2017,145,Save That Shit,242199,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/19/2017,163,Save That Shit,228223,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/18/2017,170,Save That Shit,218929,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/17/2017,193,Save That Shit,188342,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/16/2017,198,Save That Shit,203573,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/15/2017,187,Save That Shit,225088,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/14/2017,153,Save That Shit,234450,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/13/2017,142,Save That Shit,241512,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/12/2017,138,Save That Shit,245357,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/11/2017,148,Save That Shit,225710,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/10/2017,171,Save That Shit,196819,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/9/2017,196,Save That Shit,202579,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/8/2017,169,Save That Shit,233428,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/7/2017,147,Save That Shit,244737,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/6/2017,134,Save That Shit,250508,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/5/2017,119,Save That Shit,263299,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/4/2017,118,Save That Shit,262261,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/3/2017,133,Save That Shit,220056,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/2/2017,149,Save That Shit,226939,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,12/1/2017,127,Save That Shit,260431,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/30/2017,109,Save That Shit,253663,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/29/2017,148,Save That Shit,214772,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/28/2017,161,Save That Shit,205067,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/27/2017,144,Save That Shit,213252,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/26/2017,178,Save That Shit,177247,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/25/2017,166,Save That Shit,180830,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/24/2017,136,Save That Shit,189885,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/23/2017,125,Save That Shit,215199,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/23/2017,190,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,173938,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/22/2017,111,Save That Shit,264218,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/22/2017,164,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,212162,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/22/2017,193,Awful Things,194695,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/21/2017,85,Save That Shit,292351,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/21/2017,128,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,230534,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/21/2017,157,Awful Things,212943,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/20/2017,69,Save That Shit,313988,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/20/2017,106,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,247917,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/20/2017,119,Awful Things,230536,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/19/2017,61,Save That Shit,304493,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/19/2017,104,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,229005,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/19/2017,120,Awful Things,209380,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/18/2017,51,Save That Shit,395970,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/18/2017,88,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,270998,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/18/2017,112,Awful Things,243208,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/18/2017,194,Beamer Boy,180796,7hf89cT5FEmLV5E9fjrjG7
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,34,Save That Shit,559551,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,53,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,389841,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,73,Awful Things,336258,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,129,U Said,244484,44Gw1IvWT75LCsRn69YBN6
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,132,Beamer Boy,241383,7hf89cT5FEmLV5E9fjrjG7
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,167,The Brightside,213248,78lnjdOMEO3dJuHRy9nDJL
Lil Peep,Lil Peep,21,11/17/2017,11/17/2017,176,Better Off - Dying,210121,4lnqTcdVROEbWcYenOhgTa
Lil Peep,Lil Peep,21,11/17/2017,11/16/2017,50,Save That Shit,438256,6sn8WaooLLVhQvU96wtEAm
Lil Peep,Lil Peep,21,11/17/2017,11/16/2017,65,Benz Truck - \xd0\xb3\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba,334488,22fRl49GSpRdu3J2EPj1i6
Lil Peep,Lil Peep,21,11/17/2017,11/16/2017,88,Awful Things,289695,0bcEHhsuLRDm712CQHomdm
Lil Peep,Lil Peep,21,11/17/2017,11/16/2017,165,U Said,203186,44Gw1IvWT75LCsRn69YBN6
Lil Peep,Lil Peep,21,11/17/2017,11/16/2017,186,Beamer Boy,191092,7hf89cT5FEmLV5E9fjrjG7
Lil Peep,Lil Peep,21,11/17/2017,11/16/2017,195,The Brightside,183954,78lnjdOMEO3dJuHRy9nDJL
AC/DC,Malcolm Young,64,11/18/2017,10/31/2017,76,Highway to Hell,343613,2zYzyRzz6pRmhPzyfMEC8s
AC/DC,Malcolm Young,64,11/18/2017,1/1/2017,135,You Shook Me All Night Long,178791,2SiXAy7TuUkycRVbbWDEpo
